Text,Label,pred_LR_best
say wisconsin republican lawmakers done nothing neighboring states like minnesota illinois michigan already implemented safety precautions like requiring individuals wear masks,0,1
study says trained dogs identify covid 19,0,0
scientists astrazeneca complain work coronavirus vaccine keeps delayed noddy holder ringing ask ready christmas,1,1
always known real pandemic felt pandemic long called pandemic,1,1
covid 19 occupational health,0,0
trials tribulations neurology research covid 19,0,0
antiviral used treat cat coronavirus also works sars cov 2,0,1
304 new cases covid19nigeria lagos 81 fct 39 abia 31 kaduna 24 rivers 23 plateau 16 cross river 13 ebonyi 12 ondo 12 ekiti 11 edo 11 benue 10 nasarawa 10 ogun 6 gombe 5 43841 confirmed 20308 discharged 888 deaths,0,0
citizens refuse vaccinated based two medical ethic codes,1,1
study many health care workers lack insurance,0,0
virus cure called hydroxychloroquine zinc zithromax know people want talk mask hello need mask cure,1,1
rt politifactwisc icmyi fact checked president trump oshkosh speech digging claims covid 19 numbers farmers manufacturin,1,1
groups pupils sent home positive test rather someone developing symptoms pm says,0,0
10 pak players covid positive pakistan tour uk boriamajumdar latest details itvideo pic twitter com xck8m89nnh,0,0
us newspapers face extinction level crisis covid 19 hits hard,0,0
importance home exercise isolated,0,0
smokers better protected coronavirus,1,1
would think sheltered place means control actually feel deep loss control like inside south bronx apartment covid 19 family 8 care,0,1
medications already used treat diseases repurposing treat covid 19 illness caused coronavirus may faster trying invent new antiviral scratch scientists said,0,1
brazil president jair bolsonaro tests positive covid 19 brazil 1 6m confirmed cases 65k deaths virus,0,0
pandemic every 100 years,1,1
science behind easing lockdown explained doctor mind ketamine,1,1
stepping back infection data new cases outcomes data hospitalizations deaths moving together deaths hospitalizations continue fall cases fell seem ticking,0,0
today two people hospital covid 19 one middlemore north shore hospitals neither icu,0,0
india expected join 60 countries two day crucial conference geneva pushing impartial independent comprehensive evaluation global response mechanism covid 19 crisis covid19,0,0
daily update published tracked 14 2 million tests 380k yesterday note track tests state reports details see,0,0
serum institute india recently announced vaccine candidate covid 19 expected progress human trials phase within 6 months pkhelkar,0,0
messed cause total test done rushed er,1,0
maine governor mandates dog cone wearing restaurant staff instead mask coronavirus josephbiden,1,1
donald trump said coronavirus people dying never died,1,1
5g spread covid 19 steam inhalation cure skin colour protect catching virus reality check chris morris tackles latest false claims coronavirus circulating online pic twitter com wufmiejc6s,0,1
386 new cases covid19nigeria fct 130 lagos 65 ondo 37 osun 29 plateau 23 rivers 15 enugu 14 nasarawa 12 bayelsa 11 ebonyi 11 ekiti 9 oyo 8 edo 8 abia 6 ogun 3 katsina 3 imo 1 adamawa 1 43537 confirmed 20087 discharged 883 deaths,0,0
autonomous community galicia law approved open concentration camps isolation positives covid 19,1,0
order prevent domestic accidents guide families first aid measures ministry women family human rights mmfdh launched friday 3 booklet prevention domestic accidents guide fast first aid material available end article aims contribute safety families time quarantine social isolation caused pandemic new coronavirus covid 19 learn link,0,0
muslim people china seeking refuge islam reading quran save covid 19,1,1
headline claims macedonian minister health venko filipce party order president sdsm zoran zaev prepared protocol election campaign middle coronavirus crisis,1,1
organized theft malls california virginia new york cities due years covid 19,1,1
recent mob attack west bengal police due lockdown howrah,1,1
drink water every 15 minutes avoid coronavirus,1,1
u coronavirus cases top 7 million,0,0
indian industrialist tweets specific mask kill viruses,1,1
breaking new estimates office national statistics suggest 6000 new infections community england day week september 4 10 3200 week read latest,0,0
promising tech developed dst funded lab accelerate covid 19 testing india may delayed several weeks,0,0
looking forward making data widely accessible alongside important context understanding health disparities salute organizations like data4blacklives hopkinscdhs kff work hope contribute understanding outbreak,0,0
new covid net data reported 6000 covid19 hospitalizations almost 2000 race ethnicity info compared residents covid net counties non hispanic black people disproportionately affected covid 19 hospitalizations,0,0
today covid19 fatality rate 2 53 case fatalityrate 18 6 deaths million country one lowest world mohfw india drharshvardhan drhvoffice covidindiaseva covid19 covid 19 covid 19 coronavirusindia coronavirusupdates coronavirus,0,0
muammar gaddafi predicted current coronavirus pandemic warned would created people would sell antidotes,1,1
covid 19 pandemic set meeting 2019 sponsored bill melinda gates foundation,1,1
today two people receiving hospital level care covid 19 one auckland middlemore hospitals neither patients icu still 16 significant clusters additional deaths report,0,0
communist brainwashing began brazil via moto media addition chinese buying strategic sectors brazil agricultural production energy distribution etc,1,1
muslims came streets disobey lockdown spread coronavirus,1,1
president donald trump said people dying never died,1,1
accurate coronavirus death counts,0,1
sanitizer nothing coronavirus,1,1
cdc coronavirus testing decision haunt nation,0,0
american restaurant chain pizza hut founded 1958 officially declared bankrupt due effects coronavirus,1,1
unga virtual high level side event mitigating impact covid 19,0,0
50 year old canadian music awards show junos cancelled coronavirus fears 99 canadians ask junos,1,1
protect covid19 avoid exposed virus use everyday prevention action prevent spread respiratory virus 1 cover cough 2 wash hands 3 stay home sick,0,0
number people india new coronavirus disease covid 19 risen 73,0,1
new coronavirus causes thrombosis pneumonia,1,1
pastor helps keep singapore migrant workers fed covid 19 lockdown pic twitter com n7hh3ryjoc,0,0
poetry coronapoetry covid 19 poetry trending social media instagram poets communities around world versifying minute challenges virus thrown isolation quarantine sickness loneliness,0,0
doctors healthcare workers need ppe ever masksfordocs determined get ppe supplies healthcare workers love whether donating funds donating supplies see help,0,0
data scientist designed florida covid 19 dashboard mobile friendly removed position refused censor data manipulate numbers coronavirus coronavirusupdate,1,0
three countries asia started vaccination rollouts feb 2,1,1
face masks become compulsory bar staff shop workers waiters taxi drivers effort combat rise coronavirus cases england prime minister announced,0,0
capital city india road become capital city covid 19 way ahead delhi government newstoday sardesairajdeep live pic twitter com hcig1abksa,0,0
meme kevin hart keanu reeves false class 4 felony carry firearm wearing face mask prevent spread covid 19,1,1
look christians treated communist china regime lula pt defends much feel deep sadness see many claim christians even pastors defending lula pt people know jesus still know truth,0,1
1645 deaths reported today bringing total dataset 81729 include 5054 probable deaths recorded nyc published new york state address excess mortality reported cdc,0,0
covid 19 cases madhya pradesh breached 2 000 mark sidharth23196,0,0
day deaths nyc first since march,0,0
chancellor duchy lancaster michael gove joins kayburley discuss latest covid19 10pm curfew pubs restaurants england set announced 7 10am kayburley sky 501 freeview 233 watch live,0,0
peter navarro trump covid 19 tsar lacks expertise makes,0,0
sars cov 2 spreading quickly gas pumps shopping carts well,1,1
200 years ago napoleon bonaparte made prophecy beginning perform today saying let china sleep wakes world shudder china future future today truth buy made china warning future calls warning currently nobody enjoy enjoy children ever wondered china future look like luciano pires luciano pires dana marketing director communication professional acquaintances returned china impressed particular product brazil manufactures one million units one chinese factory produces forty million quality already equivalent reaction speed impressive chinese put product market matter weeks prices fraction practiced one factories moving inside wages region installed high 100 dollars equivalent brazilian worker earns least 300 adds taxes benefits represent almost 600 compared 100 dollars chinese receive practically zero benefits facing yellow slavery feeding overtime china forget people grateful job works overtime knowing receive anything behind posture great chinese trap commercial strategy power strategy gain western market chinese taking advantage attitude western marketers prefer outsource production adds value brand unlikely purchase made usa product united states america made china american label companies make rivers money buying chinese cents selling hundreds dollars interested immediate profit price even cost closing factories brutal unemployment call price strategy western outsourcing tactics gains short term china assimilates tactics creates high performance production units dominate long run great marketing powers brands designates brands chinese getting production watching stimulating contributing dismantling already western industrial parks soon example tennis shoe factories around western world china near future see chinese products increasing prices producing manufacturing shock happened oil shock seventy years late world realize raising factories prohibitive cost surrender chinese power realize fed huge dragon ended hostage dragon gradually increase prices one dictate new market laws one rules monopoly production factories inventories jobs one regulate markets price many children grandchildren watch reversal rules current game western economies impact atomic chinese bomb time western world wakes late day price many executives sadly look skeletons old factories retired technicians throwing bocce club cry scraps fabric parks dismantled remember lot longing time made money buying little jacket chinese clarifications selling brands countrymen saddened open lunch boxes lunch brands longer fashionable therefore longer powerful copied reflect start buying products national manufacture fostering jobs country survival friend neighboring even descendants,1,1
cdc removed covid 19 pandemic replaced covid 19 outbreak website never pandemic,1,0
cuvid 19 curates number fires brazil lights light hope brazilians,0,1
china also pay bill,0,1
breaking uk prepares full lockdown hundreds new cases wuhan super virus updates,1,1
claim coronavirus new canine coronavirus vaccine since 2001,1,1
currently 5648 people managed isolation quarantine current effective capacity 6380 gives us excess capacity 732,0,0
coronavirusupdates india covid19 recovery rate improves 75 27 august 24 2020 steady improvement india covid 19 recovery rate since lockdown initiation march 25 2020 indiafightscorona icmrdelhi via mohfw india,0,0
chinese people early vaccinated assembled scheme political financial domain world,1,1
u returns 1 000 covid 19 deaths per day,0,0
uk beach town raises alarm huge crowds ignore covid advice flock coast pic twitter com ribnppmlex,0,0
india covid 19 claimed 24 lives infected 980 people according data health ministry state governments click updates day 5 coronavirus lockdown,0,0
russian covid vaccine fauci among doubters,0,0
hydroxychloroquine azithromycin proven cure covid 19 patients,1,1
australia launches controversial covid 19 tracking app states start easing rules pic twitter com r6ggdozwu5,0,0
italian gathering chants long live egypt egyptian government provided medical aid italy,1,1
21 new deaths c region marks largest one day spike covid 19 fatalities,0,0
coronavirus eu provides support horn africa region,0,0
birx says covid 19 outbreak control people move,1,0
vicdevine victor hot spots covid 19 also commonly 5g areas fear ignorance much fear virus virus also look zinc vitamins c amp quinine amp last least chlorine dioxide kit 50 enough person months,1,1
florida man working home clock watches wishing end working day coronavirus selfisolation,1,1
lsunder1 dharmen46587056 preventive measures prevent covid hcq hydroquinone popular controversial prophylactic medicine homeopathy say arsenicum album one many kadhas downed people prophylactic measure,1,1
rtpcr considered gold standard diagnosis covid19 may possible gives false negative report test done early icmrdelhi laid guidelines asymptomatic direct amp high risk contacts covid positive 1 3,0,0
unlike numbers considered lower bounds number people tested cannot say michigan number negative test results,0,0
kenya highest cases covid 19 africa fifth highest world may 6,1,0
rt mohfw india indiafightscorona india scales new heights covid19 testing 10 lakh tests conducted last 24 hours,0,0
dr li wen liang funeral ceremony,1,1
video stone pelting people health officials went trace nizamuddin guys indore mp,1,1
maharashtra government warns swami ramdev alleged covid 19 cure burningquestion breaking pic twitter com tlnon5p4lm,0,0
tracking city level data allows us see 48 black people died covid 19 michigan detroit decisions individual jurisdictions make obscure scale impact,0,0
viral audio government spain daniel gica son enrique gica former minister spain government felipe gonz lez,1,1
worked covid 19 pandemic department labor finally authorized 4 800 hazard pay qualified essential workers,1,0
touch face website watches help avoid covid 19,0,0
extraordinary times measures releasing covid 19 patients curb social gatherings donaldtrump coronavirus,1,0
spain medical doctors association impressed president rodrigo duterte response covid 19,1,1
thursday two border security force bsf personnel died 41 others tested positive covid 19 bsf covid19,0,0
daily update published tracked 12 2 million tests 399k yesterday note track tests state reports details see,0,0
coronavirus schoolchildren parents could among groups prioritised covid 19 tests says cabinet minister,0,0
early vaccines prevent symptoms virus,0,1
coronavirus curfew pubs restaurants forced shut 10pm,0,1
ronaldo gazolla municipal hospital prepared main hospital deal covid19 rio,0,0
image kaziranga national park assam india lockdown,1,1
yesterday laboratories completed 2057 tests brings total number tests completed date 426776,0,0
live video latest covid 19 outbreak,0,0
taiwan severe community transmission many people died,1,0
feels endless four women struggling recover covid 19,0,0
familiar known whose death certificate recorded covid 19 coronavirus know deceased suffered diseases real cause death report 2 channels contribute reduction false statistics way helps facing disease crisis country denunciation channel created public defender office union exclusively theme coronavirus ministry health channel complaints coronaviruses 61 9938 0031 whatsapp,0,1
drugstores france forbidden buy sell masks,1,1
bomb let share 3rd phase communist plan phase 1 lula go europe combine pope leaders bring chaos brazil along virus stage first phase fhc fernando henrique cardoso would matching governors leftists leftist mayors like stopping brazil hidden party directory directory phase 2 infiltrated leftists tucked bolsonaro throat last elections fhc doria janaina joice kim fleet would make speech saying would sorry vote bolsonaro would longer support president play talk regret make bunch idiots watch globo also voted bolsonaro start thinking thing 3 phase would confine people home part governors mayors confine people fear along globo put terror 4th phase economy begins collapse begins layoffs doors start closing people start revolting starts leaving home withdrawal important part communists stage bolsonaro obliged call national force put army street police scold looting contain people stage leftists already starting put militants street distributing leaflets saying bolsonaro blame wanting kill everyone hungry point country becomes chaos put ninja media filming looting police hitting thief take videos send un leaders countries turn bolsonaro terrorist stage intercept let happen find way reopen everything chaos comes 1 week 2 weeks leftists already get step 5 ask bolsonaro impeachment put communist indian place general mour rodrigo maia surely put mour anyone suspect blow communist indian power indian helped angola implement communism 1 year indian helped hugo chavez implant communism 2 years put indian stupid right away still talking worse left mour army poor people know mour made quarrel dilma day night turned hero day night became vice president republic quarrel back dilma almost nobody knows life subject bolsonaro know already 28 years fighting alone practically leftists think chaos settling brazil happened nowhere well orchestrated fhc fernando henrique cardoso great strategist left commands everything lula fhc slut everything fhc sends one people pay attention fhc communist fox acts hidden one imagines lula jegue would never intelligence elaborate commanding strategy idea fhc created softer program controls entire tax collection brazil everything enters government distribution funds much going executive much goes legislature much goes judiciary video paulo guedes saying 96 tax collection brazil already automatically intended automatic divert billions maybe trillions saying seems crazy wait 2 weeks see everything wrote happen stop 4th phase make people go back work let brazil collapse let brazil become chaos let looting happen everything leftists need finish plan tps noticias uol com br politica ultimas noticias 2020 03 24 fhc diz que e melor fim de bolsonaro que povo com colonavirus htm,1,1
nokia distributing free phones students amidst coronavirus pandemic,1,1
communist chinese party directly advertising within brazil communist tv bought chinese,1,1
almost two thousand people died already united states according tracking 435 new deaths reported last 24 hours,0,0
voice recording whatsapp claims 900 deaths day peak new coronavirus outbreak one third children underlying health conditions ambulances sent people struggling breathe ice rinks used mor,1,1
photo shows new hospital wuhan,1,1
chief secretary west bengal following relaxing state performing poorly fought covid 19,1,0
covid 19 pandemic reveals mayor flavortown competent us politician,1,0
us government moved approve 2 trillion stimulus package address impact novel coronavirus outbreak short block text outlining canada alleged response outbreak flourished social media,1,1
first case covid 19 zica h1n1 swine flu,1,1
study cdc proves face masks prevent spread virus,1,1
indian home ministry considers posting anything coronavirus punishable offence,1,1
website claiming china confirmed patient zero sex bat,1,1
ramakrishna hospital sealed staff tested covid 19 positive,1,0
photo jair bolsonaro hospitalized tube nose caption photo link covid 19,1,1
7 day positive rate average crossed 10 today 26069 219280 tests reported south came back positive 12,0,0
facebook post compares deaths italy coronavirus pandemie deaths seasonal flu outbursts 2014 2017 post says 2014 seasonal flu outburst 375 000 people died italy real problem coronavirus deaths compared serious,1,1
outdated guidance masks circulates facebook manitoba,1,1
know feel like virus pass last forever first minister nicola sturgeon thanks people scotland sacrifices made far get latest new restrictions,0,0
thepolldude ktwopines 2 miracle drug studies showing medications work prevention fda issued warning serious heart related side effects hydroxychloroquine chloroquine taken outside hospital setting covid 19,1,1
daily 4pm et update topline number good 10000 people tested according state level data cannot track negative tests smaller day day increase yesterday ramp happening fast enough,0,0
note cannot capture negative pending tests way states report consider number lower bound see thread,0,0
nih study provides clarity supplements protection blinding eye disease,0,0
paratransit operators need know covid 19,0,0
significant mutation sars cov 2 india icmr actively exploring saliva based test covid19 dispels doubts raised failure one vaccine clinical trials says trials continuing expert committee reappraisal details,0,0
brighton cite concerns restart third player tests positive covid 19,0,0
pakistan leading scholar mufti naeem suffers coronavirus days ago refused close madrasas mosques,1,1
patients discharged 14 days treatment 14 days house quarantine discharge covid 19,0,0
children oregon may taken away parent legal guardian tests positive covid 19,1,0
video family doctor natalia prego cancel criticizing pcr test used detect coronavirus active infections,1,1
coronavirusupdates covid19 testing status update icmrdelhi stated 59429115 samples tested upto september 15 2020 1116842 sample tested september 15 2020 staysafe indiawillwin,0,0
christine lagarde says elderly living long,1,1
bahia records 30 481 confirmed cases coronaviruses covid 19 representing 19 03 total notifications state epidemiological bulletin also counts 13 484 people recovered 937 deaths 16 060 individuals monitored epidemiological surveillance symptoms covid 19 called active cases,0,0
china willing world prevalence liberal values rule fortuitous fact unlike social formations pandemic shown worst side states governments inhabitants china pandemic put human solidarity inheritance peasant sociability old asian production loyalty country communist party especially awareness china role building new sociability worldwide china helping 90 countries coordinated action cuba russia us confiscates equipment loads would go latin american countries including brazil expands financial crushing venezuela tries buy exclusivity german medicine factory attitude difference nazi germany us elias jabbour,1,1
obama family flown private island escape coronavirus pandemic,1,1
portuguese soccer player cristiano ronaldo decided turn hotels free hospitals,1,1
americans find cornoavirus best warded lying couch watching lot v tv health coronavirus,1,1
uk plans ban mass gatherings next week curb covid 19 sky news pic twitter com 99cgdsxkai,0,0
rise deaths largely driven southern states reported 962 deaths today,0,0
second wave covid 19 second wave really normal flu common cold season happens every year,1,0
demonstrations chinese people italy,1,1
underlying conditions like diabetes mean greater risk getting transmitting covid 19 within home finds cdc study learn,0,0
yesterday across managed isolation facilities 1061 tests completed five mobile units dhb provided nearly 700 tests scheduled today testing continue facilities weekend,0,0
100 scientists clinicians asked verification data methods used study suggested malaria drugs used treat covid 19 including one president trump said taking may increased deaths,0,1
potential coronavirus drugs already low supply,0,0
full disclosure hedge funds navigate covid health questions pic twitter com icu9kk0fha,0,0
data april 11 covid 19 cases india doubling every four five days covid 19 related deaths doubling every four six days,0,0
nyc stopping subways overnight disinfect trains,0,0
recommended precautions preventing spread covid 19 election polling locations,0,0
trump administration collaborates mckesson covid 19 vaccine distribution,1,1
kidney dialysis transplants face epidemic post covid19 kidney disease,0,0
older risk people know coronavirus,0,0
new publication covid19 pandemic could cause hiv treatment interruptions allow increase new infections programs plan avoid risks save lives full report authors brittajewell jennifersmith timothyhallett,0,0
washington post published editorial whose title either wild capitalism dies civilization dies,1,1
nonchalant boris johnson accused covid 19 complacency,0,0
keep plans hold social distancing probably end least year,0,0
latest research chinese scientists said coronavirus render male patients infertile,1,1
imf warns drop global growth due covid 19,0,0
rushed covid19 papers interpret caution says jco asco,0,0
states reported 42k new cases today five highest days data last 5 days number new cases reported last 5 sundays 6 21 27287 6 14 21240 6 7 18744 5 31 21575 5 24 20111,0,0
curbs covid tests indepth sardesairajdeep coronavirus full show pic twitter com kscirqij01,0,0
evidence nancy pelosi got insider coronavirus information made millions,1,1
medicine multiple sclerosis patients inhibits coronavirus least test tube,0,1
decreed suspension medical activities,1,0
today supposed wedding day covid 19 intervened jon kelly toast cancelled wedding,0,0
deaths continue counterfeit without testing results 8 families buried entities without wake santa catarina suspicion coronavirus therefore prevented wake conducted according normal standards less three hours hospital exit funeral reason death coronavirus knew mother always knows asked dona jurema,1,1
fauci words realdonaldtrump criticizes see fauci full words china travel masks threat virus coronavirus,1,1
rss right wing group india chief mohan bhagwat said coronavirus shaken belief religion,1,1
covid 19 spread easily gyms fitness classes,0,0
coronavirus live updates less 12 hours telangana reported covid 19 patient recovered another patient tested positive virus updates,0,0
masks use covid cases philadelphia,0,0
times coronavirus fakenews returned dalmata fakenews donated,0,1
claim dr anthony fauci statement coronavirus death rate 10 times seasonal flu claim without scientific basis,1,1
allow pandemic rob young people futures economic opportunities working build,1,1
people offering prayers groups rooftops despite lockdown cases coronavirus india continuously increasing,1,1
private hospitals failed covid test newstoday sardesairajdeep itlivestream,0,0
text alexandre garcia today impressive panic hinders cognitive capacity people always considered lucid enlightened hysterical tried far play subject take lighter relaxed precisely counterbalance heavy narrative see every day day tv already proven possible people lost reasoning capacity logical isolation important 90 year old retired grandfather street neither infarmed father diabetic mother one kills family relax isolation done done brazil simply started molecage doria witzel wanting pass front disbelief president previous preparation action plan closed everything without population time organize without planning functioning essential services believes federal government unprepared alienated doria confiscating medical equipment private companies armed forces setting campaign hospitals 20 000 beds 48 hours bolsonaro side addition open dialogue great powers us israel crisis management one competent armies world stupid belittle eb things governor cashmere pink even know said first moment crisis another crisis resolved one despising coronavirus adapting actions reality needs instead erasing fire gasoline pair stems tried situation italy serve reference first everything spread chinese solidarity campaign launched mayor florence combat prejudice second climate demographic density absolutely different population age italians still negative temperatures early european spring recording almost 30oc country tropical fall course one go unnecessarily go crowded ballad football stadium basics hygiene prevention need continue punish economy whoever contracts die covid 19 goes far ebola concern much collapse health system lethality rate quite similar common flu asking believe finish reading open google research middle ages dead italy number cases healed numbers methods rest world turn television look information stop believing media features report pointing end world reporter interviewing doctor street without mask mass maneuver think wash hands open eyes felipe fiamenghi 03 04 2020 worst virus political use fear garcia alexandre,1,1
us highest number covid19 deaths world passes grim 200000 milestone according data johns hopkins university,0,0
afwafactcheck picture showing hall full coffins gone viral social media claim coffins covid 19 patients died single day italy arjundeodia,0,1
use expired inhaler safety effects,0,0
cdc partners bayer ag disinfect woods coronavirus covid19 pandemic cdc bigpharma roundup,1,0
trump administration want take away health coverage millions middle pandemic want let people go hungry cruelty truly knows bounds,1,1
coronavirus may spread faster estimate,0,0
want thank unitedkingdom egypt indonesia announcing joining covax thanks countries making commitments ahead deadline drtedros covid19,0,0
post facebook criticizes effectiveness face masks protecting wearer covid 19 disease caused novel coronavirus,1,1
rt pib india coronawatch 3044940 total confirmed cases 2280566 cases cured recovered 35292220 samples tested,0,0
video showing covid 19 patients sitting corridor gandhi hospital chandigarh india,1,1
indian state kerala opposition leader writes chief minister pinarayi vijayan adopt methods save stronger immunity covid 19 infection,1,1
police publicly kill coronavirus infected woman china,1,1
man critical novel coronavirus barhalganj india,1,1
patient diagnosed covid 19 doctor refuses prescribe hydroxichloroquine patient entitled lawsuit,1,1
president donald trump announce scientist finally found vaccine cure coronavirus,1,1
drinking cow urine applying cow dung body cure covid 19,1,1
one case previously reported lagos state case reported fct case total number confirmed cases lagos 764 157 fct,0,0
48 coronavirus patients found quarantine center sultanpuri delhi india belong jamaat,1,1
2009 swine flu outbreak biden made reckless comments unsupported science experts obama admin clean mess apologize ineptitude,0,1
latest evidence obesity covid 19,0,0
picture newspaper article states person inside car driver sit front seat front steering wheel would allegedly quote italian law decree aimed fighting coronavirus,1,1
doctor donald trump coronavirus williambarr vicepresidentmikepence stevenseagal,1,1
covid 19 people hiv know,0,0
governor mauro carlesse decreed optional point state servers april 8 9 measure taken due holy week holiday reduce circulation people avoiding spread new coronavirus instagram facebook twitter keeping eye prevent companies practicing overpricing sale masks health tocantins requested support control inspection bodies assist state government prevent practice tocantins check bit ly 2rluekz instagram facebook twitter existe millions health professionals risking well day ask honor us way deemcasa diamudiatdasa de instagram facebook twitter hygienize hands avoid touching eyes nose mouth stay home whenever possible leave keep 1m distance people avoid agglomerations tocantinscontracovid19,0,0
guys extremely serious mandetta besides pick great liar changed anything hydroxychloroquine lied hard face ask money without bidding urgently asks approve hydroxychloroquine let people continue die foramandetta,1,1
coronavirus resists attempts change name death virus pandemic coronavirus,1,1
covid19 largest machine make money corrupt politicians,1,0
popular whatsapp advisory allegedly tatahealth homemade covid19 fakenews factcheck,1,1
plusses minuses frozen carrots oldpeople coronavirus,1,1
timing state territorial covid 19 stay home orders changes population movement united states,0,0
talk show host jimmy kimmel said year emmy awards taking place virtually coronavirus pandemic could end beautiful disaster,0,0
thoughts lancet nejm covid19 retractions,0,0
people italy throwing money road saddened fact money world could save dear ones,1,1
office memorandum indian ministry health family welfare declaring holidays states maharashtra gujarat uttar pradesh sikkim wake covid 19,1,1
researchers claim 100 percent cure rate vs covid 19 100 patient trial conducted ecuador using intravenous chlorine dioxide,1,1
antigen tests posing problems nursing homes,0,0
rarely vaccine developed less 5 years yet oft cited target creating vaccine covid 19 12 months 18 outside done nytmag siddhartha mukherjee spoke panel experts learn,0,0
coronavirus disease caused bacterium turn causes thrombosis moreover bacteria get stronger influence 5g waves,1,1
flu vaccine deadly coronavirus,1,1
photo mannequin wheeled hospital shows covid 19 coverup,1,1
tested part routine requirements safe return work results came back positive remain isolation third case person travelled back overseas imported case,0,0
audio says mms sodium chlorite cures coronavirus 24 hours,1,1
covid 19 mental health,0,0
people queue outside aldi supermarket germany buy food fear new coronavirus,1,1
16 previously reported cases considered recovered today community cases,0,0
article claims covid 19 patients sedated forced stay prone position tried save,1,1
john travolta back hospital health death coronavirus johntravolta pandemic saturdaynightfever,1,1
pandemic create significant change nursinghome industry nothing ever,0,0
americans coping covid 19 stress,0,0
pictures reports empty hospitals prove covid 19 spread fake crisis real government planned agendas,1,1
vaccines facemasks kill people,1,1
covid 19 dramatic changes telepsychiatry rules regs,0,0
anyone basic knowledge mathematical modeling examined structure imperial college model would noticed flaws approach exaggerations prognosis model united kingdom would half million deaths complete overload health system reversed previous decision british government use prudential surveillance specifically directed intervention change total control strategy required massive intervention public private life nation leaders countries still doubt entered wave march tyrannical state scheduled late authors model finally reviewed original estimate 500 000 20 thousand later reduced number governments already started emergency plans coronavirus declaration pandemia world health organization prepared agendas years ago fired state agencies followed procedures prescribed international health regulation rsi international legal instrument binding 196 countries worldwide including member states even months virus outbreak actual threat size remains uncertain quantitative base still small make reliable projection modelers responsible government agencies examined basic numbers instead elaborating seemingly sophisticated model would noticed noticeable increase mortality rate look general death statistics shows flat lines fluctuations within natural strip even italy yet larger number deaths usual last two months absolute numbers death count really slightly low due seasonal factor end winter figure 1 total number deaths countries analyzed age group,0,0
sales new covid 19 perfume tank industry analysts say whole project ventilated,1,0
rt ddnewslive prime minister narendramodi chair high level virtual meeting chief ministers health ministers seven,0,0
opinion know infectious covid 19 courage,1,0
pfizer paused vaccine deliveries mexico due omission federal government,1,1
blackberry cylance exposes chinese digital spy tactics,0,1
video shows huge crowd gathered american mall neglecting social distancing current pandemic,1,1
japanese nobel laureate dr tasuku honjo said china manufactured coronavirus worked wuhan lab later produced,1,1
coronavirus v trump virus met match donaldtrump coronavirus,1,1
remestemcel l cures covid 19,1,1
india spraying pesticides night prevent covid 19,1,1
specific compounds used effectively prevent treat every viral infection including new coronavirus,1,1
masks sanitized microwave,1,1
gujarat records 348 new infections 19 deaths bringing tally covid 19 infections 10280 death toll 625 updates via langamahesh,0,0
margaret locklear lerner role model lumbee indian community died contracting covid 19,0,0
red soap white handkerchiefs good coronavirus,1,1
latest cdc covidview report shows percentage people testing positive covid19 percent medical visits symptoms similar covid19 decreasing nationally learn,0,0
cdc tracks 12 different forecasting models possible covid19 deaths us may 11 forecast increase deaths coming weeks cumulative total exceeding 100000 june 1 see national amp state forecasts,0,0
monday april 6 2020 latest updates coronavirus sent 20 00 special report new federal government measures addition news pharmaceutical industry drug race contain disease dollar 5 27 euro 5 69 minister health luiz henrique mandetta must office marco aur lio sends lawyer petista deputy ask arrest bolsonaro coronavirus bulletin 06 04 brazil 12 056 infected 553 deaths sp records 3 deaths covid 19 boris johnson worsens premie moved icu jo doria extends quarantine sp april 22 centr mobilizes use foundom combating new coronavirus doria authorizes pm arrest break restrictive measures maia file impeachment processes bolsonaro maia says government robots played entrepreneurs maia says hate office commanded olavo de carvalho china resells material donated italy video senator catches least 20 police officers 5 vehicles taking wall doria time forecast tuesday april 7 2020 sao paulo sp maximum 23rd minimum 17 rio de janeiro rj maximum 28th minimum 22nd belo horizonte mg maximum 28th minimum 19th porto alegre rs maximum 22nd minimum 12th brasilia df maximum 29th minimum 21st recife pe maximum 31st minimum 26th receive news whatsapp visit link part telegram group go link,0,0
maximum suppression virus optimal strategy professor devi sridhar explains believes herd immunity appropriate way forward tackling covid19 get latest restrictions,0,0
108 new cases covid19 reported 78 lagos 14 fct 5 ogun 4 gombe 3 borno 2 akwa ibom 1 kwara 1 plateau 11 30 pm 23rd april 981 confirmed cases covid19 reported nigeria discharged 197 deaths 31 takeresponsibility,0,0
india records 37000 new infections taking active case count four lakh hajj pilgrimage saudi arabia begin 29 july limited number pilgrims jnu student sharjeel imam tests positive covid 19 jail covid19 coronavirusfacts,1,0
olavo de carvalho corona viruses confusions adults,0,0
confirmed fifth case new coronavirus mateus,0,0
united states country earth protesting lockdown amid coronavirus outbreak,1,1
daily update published states reported 739k tests 56k cases well 1326 deaths week hope see data less marred outages reporting problems,0,0
yes today case fatalityrate stands 2 13 amp continuously reducing around 3 33 mid june mohfw india drharshvardhan covid19 covid 19 covid covid 19 covid 19 covidupdates coronavirus coronavirusupdates coronaviruspandemic coronavirusindia,0,0
staff two mumbai hotels covid positive cases,1,0
fauci daughters visit thanksgiving,0,0
former mayor madrid manuela carmena received respirator home order avoid going public hospital,1,1
cases jump better prepared covid,0,0
science minister pedro duque hospitalized due coronavirus denia,1,1
henry kissinger said population reduction done vaccines common good,1,1
